num_ops, minimum, maximum, median, average, first_q, third_q, std_dev
14  0.851  1.0  0.996  0.9855240174672489  0.987  0.999  0.024765901151431777
19  0.917  1.0  0.997  0.9898608695652178  0.99  0.998  0.015874993711205463
24  0.9  1.0  0.997  0.9897510917030568  0.992  0.999  0.018076355787220375
29  0.913  1.0  0.997  0.9923100436681219  0.993  0.999  0.01371847110078493
34  0.897  1.0  0.996  0.9868908296943231  0.988  0.998  0.020971832923411877
39  0.902  1.0  0.997  0.9902869565217396  0.99125  0.999  0.016468819137409895
44  0.913  1.0  0.997  0.9889388646288212  0.988  0.999  0.016708801135693584
49  0.862  1.0  0.996  0.9856956521739135  0.98525  0.999  0.021810517571772166
54  0.866  1.0  0.996  0.9895283842794764  0.991  0.999  0.01960205246162311
59  0.903  1.0  0.997  0.9899781659388643  0.99  0.999  0.017492966874890076
64  0.83  1.0  0.994  0.9849956331877736  0.983  0.998  0.022396681331008427
69  0.921  1.0  0.997  0.9886200873362444  0.988  0.999  0.01752826134686213
74  0.797  1.0  0.995  0.9843886462882099  0.984  0.999  0.024597583088601455
79  0.876  1.0  0.995  0.9851834061135369  0.985  0.998  0.022666973545412594
84  0.836  1.0  0.991  0.9807685589519662  0.982  0.994  0.02591544308901161
89  0.071  1.0  0.987  0.9525982532751099  0.967  0.994  0.10036007311887003
94  0.508  0.998  0.979  0.9428913043478265  0.92925  0.989  0.0847834141544794
99  0.128  0.994  0.831  0.8180305676855899  0.789  0.866  0.08403027074727974
104  0.667  1.0  0.9795  0.9584130434782615  0.9562499999999999  0.991  0.05699594802033947
109  0.066  0.997  0.897  0.8703187772925766  0.813  0.982  0.1392617109805487
114  0.233  1.0  0.831  0.7928733624454142  0.714  0.921  0.16927047846556215
119  0.001  0.999  0.825  0.7865109170305675  0.716  0.949  0.2161618674456413
124  0.0  0.012  0.001  0.0022401746724890845  0.001  0.003  0.0023041545854757656
129  0.0  0.062  0.002  0.01683771929824554  0.001  0.04  0.021335354442435783
134  0.0  0.163  0.094  0.09316593886462887  0.07  0.118  0.029378845605242888
139  0.0  0.053  0.004  0.010109170305676842  0.002  0.015  0.01178005692825823
144  0.023  0.071  0.041  0.04249783549783549  0.036  0.048  0.009153749005519865
149  0.0  0.053  0.001  0.01477192982456134  0.001  0.03025  0.016341495501426592
154  0.0  0.172  0.067  0.07054148471615725  0.051  0.086  0.02653668926734457
159  0.001  0.063  0.029  0.027790393013100424  0.02  0.037  0.013833056235832579
164  0.0  0.001  0.001  0.0008602620087336251  0.001  0.001  0.00034671499111404736
169  0.0  0.002  0.001  0.0008471615720524023  0.001  0.001  0.00038333548204986455
174  0.0  0.002  0.001  0.0008602620087336251  0.001  0.001  0.00035908899943796997
179  0.0  0.001  0.001  0.0008689956331877736  0.001  0.001  0.0003374051313900761
184  0.0  0.001  0.001  0.0008471615720524023  0.001  0.001  0.00035983168689000285
189  0.0  0.002  0.001  0.0008646288209606994  0.001  0.001  0.0003546539826069337
194  0.0  0.001  0.001  0.0008558951965065509  0.001  0.001  0.00035119596965734677
