Compiled Apr 24 2018 11:20:14
ibuf at 0x7fccfd7ea000
dbuf at 0x7fcced31e000
16:	135.16	182.13	216.79
17:	148.16	177.34	199.76
18:	146.16	176.82	199.43
19:	147.08	175.17	194.06
20:	140.28	173.03	188.58
21:	142.36	172.33	191.39
22:	141.92	172.73	203.90
23:	151.18	175.24	189.95
24:	149.74	174.12	191.69
25:	138.92	173.10	191.64
26:	142.94	173.20	190.63
27:	152.18	175.29	189.26
28:	142.54	173.60	188.80
29:	143.22	174.54	191.92
30:	142.27	173.23	197.26
31:	136.85	169.42	191.38
32:	140.39	174.05	190.45
33:	142.92	172.95	189.39
34:	132.93	152.78	181.71
35:	140.89	172.21	189.50
36:	143.49	172.00	202.14
37:	153.82	175.71	189.24
38:	152.99	175.88	191.61
39:	141.93	173.46	191.73
40:	141.07	175.79	194.27
41:	152.76	176.13	192.87
42:	140.33	175.00	191.29
43:	140.76	173.03	190.25
44:	139.54	173.40	192.98
45:	143.70	173.99	189.29
46:	145.76	175.59	191.34
47:	145.43	175.43	191.30
48:	145.40	175.21	195.40
49:	145.41	176.01	193.95
50:	143.15	172.98	195.56
51:	140.63	174.88	191.99
52:	140.73	172.20	205.04
53:	138.31	166.56	197.70
54:	137.74	160.36	196.98
55:	134.14	161.99	200.52
56:	142.90	176.02	204.70
57:	135.58	174.59	193.29
58:	138.46	175.34	206.58
59:	140.43	176.92	203.84
60:	140.14	175.10	207.11
61:	141.51	176.01	203.91
62:	147.08	176.86	202.23
63:	142.02	176.25	207.40
64:	142.54	177.01	201.50
65:	141.71	172.27	208.06
66:	142.84	176.85	196.26
67:	143.29	176.89	205.86
68:	145.29	177.67	208.03
69:	140.96	178.01	219.16
70:	144.97	178.05	211.43
71:	139.92	175.82	207.51
72:	143.92	178.29	210.25
73:	153.59	175.57	192.07
74:	142.88	175.93	212.36
75:	142.61	176.89	208.23
76:	143.53	176.10	207.79
77:	144.14	175.76	208.64
78:	154.48	177.14	190.86
79:	144.73	176.54	206.07
80:	145.53	176.49	211.68
81:	141.76	177.44	211.34
82:	143.10	177.47	209.88
83:	142.71	177.80	215.50
84:	141.03	177.38	214.16
85:	145.30	179.17	209.49
86:	140.99	178.07	228.93
87:	144.61	174.08	212.34
88:	136.64	156.67	210.17
89:	142.70	177.88	222.61
90:	140.12	179.10	231.69
91:	154.52	179.80	199.57
92:	145.28	183.69	260.40
93:	144.52	181.14	242.75
94:	142.20	180.55	224.45
95:	155.82	180.70	207.12
96:	147.02	182.63	239.81
97:	149.12	180.04	202.44
98:	144.14	184.00	254.72
99:	150.78	183.42	275.13
100:	144.11	187.01	280.42
101:	136.82	183.12	246.94
102:	147.29	182.92	251.29
103:	144.80	181.32	247.93
104:	132.82	161.57	265.48
105:	144.02	185.51	261.23
106:	142.42	186.96	253.12
107:	149.27	183.43	255.50
108:	141.83	185.37	280.60
109:	148.08	187.59	307.78
110:	151.01	188.16	334.64
111:	152.84	187.54	294.88
112:	153.40	191.78	313.59
113:	163.42	187.80	201.85
114:	149.12	181.89	220.73
115:	139.68	178.86	309.99
116:	151.25	187.19	283.18
117:	141.15	173.57	229.20
118:	157.24	192.02	260.69
119:	155.87	195.41	278.79
120:	159.00	193.52	265.00
121:	157.61	195.22	306.47
122:	156.58	196.58	312.59
123:	157.67	196.90	334.02
124:	155.35	202.29	344.94
125:	155.55	195.62	273.73
126:	156.74	199.07	313.56
127:	156.94	198.23	331.87
128:	158.30	192.85	263.04
129:	165.25	193.60	210.23
130:	158.11	198.23	298.80
131:	156.71	197.18	288.76
132:	155.15	201.24	351.67
133:	165.52	194.47	229.97
134:	161.22	199.90	284.91
135:	155.13	205.80	339.62
136:	157.62	189.15	324.20
137:	151.94	179.82	252.37
138:	159.03	200.44	327.30
139:	166.17	196.85	254.39
140:	167.81	197.53	221.10
141:	159.09	204.37	317.22
142:	162.17	201.18	328.01
143:	162.46	202.94	329.72
144:	162.10	199.77	278.79
145:	168.81	197.86	224.62
146:	158.39	204.72	332.26
147:	170.36	200.46	254.71
148:	165.97	204.88	340.98
149:	171.05	198.19	219.58
150:	165.26	207.06	361.37
151:	162.87	204.17	309.60
152:	168.87	199.17	231.41
153:	171.58	201.24	256.97
154:	165.20	202.71	365.80
155:	166.52	202.45	271.54
156:	165.96	203.43	281.27
157:	160.28	208.66	371.80
158:	164.02	205.40	361.57
159:	170.92	204.96	287.72
160:	175.52	205.88	297.96
161:	161.84	205.14	318.24
162:	174.04	202.03	218.32
163:	169.69	204.68	265.78
164:	169.65	206.54	289.95
165:	163.94	206.74	359.69
166:	168.70	203.87	261.95
167:	163.38	211.52	512.20
168:	174.76	224.98	358.57
169:	175.99	205.69	268.78
170:	177.91	205.72	236.05
171:	175.60	227.43	374.32
172:	177.54	230.36	343.66
173:	173.22	212.21	288.19
174:	172.62	211.85	293.80
175:	172.28	214.78	311.15
176:	173.57	210.99	274.59
177:	172.91	209.71	297.63
178:	169.83	209.00	323.33
179:	161.74	195.78	326.39
180:	179.48	224.09	312.68
181:	157.48	198.92	298.00
182:	165.97	217.48	339.58
183:	175.37	219.46	312.37
184:	162.21	383.91	10923.66
185:	181.82	213.39	292.97
186:	178.92	213.45	279.35
187:	176.95	214.29	282.22
188:	177.47	214.56	298.36
189:	174.02	216.85	329.68
190:	166.77	216.49	348.82
191:	176.78	216.90	322.42
192:	179.30	214.02	287.13
193:	176.80	215.17	276.79
194:	179.98	217.24	337.72
195:	171.55	228.74	415.63
196:	179.06	219.68	356.59
197:	178.29	217.02	294.83
198:	180.43	215.42	309.73
199:	183.37	215.13	285.72
200:	184.97	214.46	235.46
201:	185.03	216.01	280.47
202:	178.26	221.32	373.11
203:	185.50	215.24	234.99
204:	185.62	216.64	283.87
205:	181.25	219.87	354.35
206:	180.83	219.11	312.19
207:	181.94	223.23	313.23
208:	181.80	219.77	383.20
209:	182.53	218.15	306.80
210:	186.99	217.51	287.47
211:	185.06	217.92	266.84
212:	182.13	224.43	381.18
213:	185.04	220.11	310.59
214:	190.15	215.07	234.86
