Compiled Apr 24 2018 11:20:14
ibuf at 0x7fccfd7ea000
dbuf at 0x7fcced31e000
215:	185.70	222.66	341.92
216:	188.47	216.42	288.40
217:	195.72	224.63	378.34
218:	179.24	221.43	379.53
219:	196.36	222.10	345.55
220:	201.47	238.11	329.30
221:	217.84	237.51	266.44
222:	220.77	238.60	313.96
223:	230.55	265.67	338.28
224:	290.70	314.38	374.16
225:	292.70	313.18	339.88
226:	282.60	314.23	363.70
227:	291.95	318.07	373.09
228:	291.27	317.95	361.19
229:	290.84	313.77	363.60
230:	289.29	314.00	363.82
231:	294.66	315.43	361.51
232:	291.06	316.61	386.54
233:	288.56	315.24	357.16
234:	296.00	315.98	350.36
235:	298.54	318.68	355.54
236:	297.14	321.48	368.13
237:	292.79	318.05	369.70
238:	298.27	317.20	365.05
239:	293.81	315.99	348.17
240:	275.23	310.75	340.78
241:	303.85	318.42	358.87
242:	295.20	318.52	374.12
243:	290.29	322.79	365.62
244:	303.82	324.24	357.26
245:	303.31	318.34	346.53
246:	304.38	318.93	350.92
247:	287.39	318.14	366.08
248:	276.54	314.28	355.05
249:	292.87	321.78	396.48
250:	294.69	322.36	369.46
251:	307.59	322.60	369.41
252:	302.50	325.08	365.73
253:	298.23	320.47	366.94
254:	303.60	320.73	353.80
255:	307.17	320.98	377.75
256:	292.06	322.53	415.92
257:	303.59	321.29	358.59
258:	294.18	321.90	384.87
259:	285.58	318.36	364.37
260:	288.78	325.86	387.42
261:	306.03	322.47	348.89
262:	309.33	322.11	353.97
263:	307.13	323.54	354.49
264:	306.23	324.25	350.59
265:	297.22	325.61	385.13
266:	303.63	325.29	371.19
267:	308.49	332.02	385.65
268:	285.52	326.32	368.40
269:	310.31	325.19	363.67
270:	311.64	325.56	372.57
271:	307.60	325.69	363.00
272:	313.64	325.95	350.49
273:	298.78	327.83	391.49
274:	283.56	322.04	389.19
275:	310.98	335.35	366.22
276:	316.88	326.42	376.29
277:	284.23	320.99	361.54
278:	296.11	324.25	343.07
279:	304.01	332.03	499.62
280:	309.23	330.57	365.21
281:	310.91	329.26	364.45
282:	309.72	327.69	362.90
283:	301.74	336.14	392.23
284:	304.76	329.33	390.70
285:	304.74	329.15	386.14
286:	313.27	326.58	353.60
287:	308.93	327.13	370.04
288:	303.41	328.83	371.42
289:	303.81	330.82	389.30
290:	311.01	334.48	419.80
291:	314.56	332.48	362.47
292:	306.75	330.07	370.69
293:	312.79	330.43	363.42
294:	304.65	333.08	379.04
295:	318.72	330.21	363.36
296:	309.46	333.49	372.97
297:	306.49	333.12	389.61
298:	314.27	334.13	363.03
299:	313.95	333.44	392.57
300:	305.64	333.49	387.92
301:	287.99	329.18	387.68
302:	307.74	330.36	372.22
303:	321.19	331.43	386.28
304:	312.25	334.34	372.49
305:	309.88	333.34	397.32
306:	318.13	337.18	390.35
307:	304.44	337.26	414.67
308:	315.76	337.46	402.55
309:	312.43	335.03	376.22
310:	316.41	339.28	424.11
311:	310.35	347.27	424.83
312:	313.44	342.72	419.21
313:	317.78	339.26	398.51
314:	319.12	338.25	389.66
315:	312.45	334.26	391.55
316:	314.39	335.47	383.79
317:	325.48	333.00	361.73
318:	301.87	344.18	430.50
319:	292.12	333.19	377.33
320:	306.58	335.64	387.41
321:	315.71	341.78	378.79
322:	317.22	336.48	377.21
323:	321.73	335.40	377.60
324:	320.69	336.51	371.11
325:	311.36	340.27	401.50
326:	294.90	335.48	383.08
327:	309.63	340.54	452.43
328:	310.53	346.11	405.14
329:	323.47	348.12	411.31
330:	294.47	336.17	402.30
331:	328
