64  0.954  1.0  0.995  0.9921091703056774  0.991  0.998  0.009191383553416643
69  0.762  1.0  0.995  0.9712086956521744  0.9815  0.998  0.05257086242929201
74  0.94  1.0  0.997  0.9950218340611363  0.994  0.998  0.0063124230566262585
79  0.639  1.0  0.983  0.9515545851528393  0.936  0.994  0.0651850093841267
84  0.949  1.0  0.993  0.9914803493449794  0.99  0.996  0.007026202230358041
89  0.786  1.0  0.992  0.9855152838427962  0.986  0.996  0.024947385376958994
94  0.459  0.999  0.9815  0.9510478260869569  0.956  0.991  0.08344825196577617
99  0.455  0.999  0.985  0.9750960698689964  0.977  0.991  0.049638865533507444
104  0.58  0.999  0.973  0.9572620087336241  0.958  0.984  0.0582940250811104
109  0.0  0.997  0.9315  0.8115347826086957  0.76275  0.96875  0.24437137829398223
114  0.646  0.998  0.975  0.9564695652173913  0.9552499999999999  0.984  0.05118310212647553
119  0.0  0.985  0.905  0.8425930735930738  0.8095000000000001  0.949  0.16334386946648663
124  0.446  0.998  0.9544999999999999  0.9201271929824564  0.87875  0.975  0.07739223722925137
129  0.473  0.994  0.9315  0.9067956521739132  0.85625  0.9737499999999999  0.08575646497754111
134  0.305  0.995  0.971  0.9489563318777292  0.952  0.984  0.07928037591837499
139  0.521  0.999  0.978  0.96506113537118  0.963  0.986  0.052596641934782626
144  0.542  0.998  0.978  0.9693290043290042  0.9644999999999999  0.987  0.039646653378524445
149  0.067  0.994  0.918  0.8802597402597406  0.847  0.9664999999999999  0.14110568965098672
154  0.464  0.996  0.97  0.9408646288209608  0.954  0.984  0.09222657697199542
159  0.131  0.993  0.931  0.8641086956521736  0.843  0.962  0.1653404430207524
164  0.323  0.995  0.9715  0.9482217391304342  0.955  0.982  0.07815496566338564
169  0.169  0.99  0.894  0.8507198275862069  0.8067500000000001  0.945  0.13605030111856803
174  0.523  0.996  0.967  0.9452380952380954  0.9375  0.9835  0.06602124493312032
179  0.298  1.0  0.948  0.9088565217391303  0.895  0.973  0.10816799062845418
184  0.336  0.994  0.936  0.902069264069264  0.87  0.9695  0.10101632656551979
189  0.0  0.989  0.856  0.7763406113537119  0.711  0.938  0.21751807064734077
194  0.392  0.997  0.972  0.9331048034934508  0.944  0.983  0.10196033745338269
199  0.004  0.998  0.97  0.9108427947598255  0.945  0.983  0.1692943012607066
204  0.006  0.996  0.9125000000000001  0.8401956521739125  0.79725  0.9657499999999999  0.19265035004484354
209  0.417  0.992  0.9655  0.9352739130434785  0.936  0.98  0.08366869820070785
214  0.007  0.918  0.865  0.8072358078602614  0.818  0.882  0.16195574987838657
219  0.0  0.616  0.528  0.5229563318777293  0.507  0.554  0.06314354490682934
224  0.0  0.002  0.001  0.0008733624454148478  0.001  0.001  0.00034544769330246473
229  0.0  0.001  0.001  0.0008471615720524023  0.001  0.001  0.0003598316868900029
234  0.0  0.002  0.001  0.0008782608695652181  0.001  0.001  0.00035257625969936163
239  0.0  0.002  0.001  0.0008908296943231448  0.001  0.001  0.0003255545645347738
244  0.0  0.001  0.001  0.0008777292576419221  0.001  0.001  0.0003275982416333808
249  0.0  0.002  0.001  0.0009004329004329011  0.001  0.001  0.0003270619353683828
254  0.0  0.002  0.001  0.0008515283842794767  0.001  0.001  0.00037933500227919654
259  0.0  0.001  0.001  0.0008515283842794767  0.001  0.001  0.00035556686438117523
